DataPagamentoCMS;Numero_Corretor;Tipo_De_Operacao;Tipo_De_Produto;Banco_Operacao;Orgao_Operacao;Convenio_categoria;Operacao_original;orgão_original;ValorBase;Tipo_Producao
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;164,46;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;106,77;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;556,09;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1387,04;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1064,06;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;710,8;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;145,83;FF
16/06/2023;638;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1037,87;FF
16/06/2023;722;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;160,96;FF
16/06/2023;722;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;194,6;FF
16/06/2023;722;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;118,85;FF
16/06/2023;925;FGTS;FGTS;BANCO MASTER;FGTS;FGTS;Margem Livre (Novo);FGTS;344,45;FF
16/06/2023;925;FGTS;FGTS;BANCO MASTER;FGTS;FGTS;Margem Livre (Novo);FGTS;1249,72;FF
16/06/2023;925;FGTS;FGTS;BANCO MASTER;FGTS;FGTS;Margem Livre (Novo);FGTS;323,19;FF
16/06/2023;925;FGTS;FGTS;BANCO MASTER;FGTS;FGTS;Margem Livre (Novo);FGTS;267,86;FF
16/06/2023;925;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;105,53;FF
16/06/2023;925;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;60,22;FF
16/06/2023;925;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;328,54;FF
16/06/2023;925;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;135,08;FF
16/06/2023;925;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;346,95;FF
16/06/2023;1100;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;212,4;FF
16/06/2023;1100;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;356,44;FF
16/06/2023;1100;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;244,93;FF
16/06/2023;1100;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;836,44;FF
16/06/2023;1100;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;246,67;FF
16/06/2023;1128;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO ITAÚ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;472,28;FF
16/06/2023;1128;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;302,88;FF
16/06/2023;1128;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;222,43;FF
16/06/2023;1128;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;173,55;FF
16/06/2023;1128;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;581,08;FF
16/06/2023;1128;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;3989,69;FF
16/06/2023;1128;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;255,62;FF
16/06/2023;1276;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;GOVERNOS - BA;GOVERNOS;Cartão c/ saque;GOVERNO BA - CARTÃO BENEFÍCIO;3000;FF
16/06/2023;1291;NOVO;EMPRESTIMO CONSIGNADO;BANCO BRADESCO;GOVERNOS - PR;GOVERNOS;Margem Livre (Novo);GOVERNO PR;1344,34;FF
16/06/2023;1300;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;NÃO PADRONIZADOS;NAO CATEGORIZADO;Cartão c/ saque;GOVERNO MT - CARTÃO BENEFÍCIO;2000;FF
16/06/2023;1300;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;NÃO PADRONIZADOS;NAO CATEGORIZADO;Cartão c/ saque;GOVERNO MT - CARTÃO BENEFÍCIO;5018,58;FF
16/06/2023;1300;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;NÃO PADRONIZADOS;NAO CATEGORIZADO;Cartão c/ saque;GOVERNO MT - CARTÃO BENEFÍCIO;6494,91;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;99,63;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;147,03;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;107,05;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;123,15;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;122,54;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;107,56;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;178,28;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;143,03;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;106,69;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;105,63;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;98,11;FF
16/06/2023;1343;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;179,35;FF
16/06/2023;1448;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;1471,95;FF
16/06/2023;1557;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;133,36;FF
16/06/2023;1557;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;176,47;FF
16/06/2023;1557;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;124,74;FF
16/06/2023;1557;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;163,8;FF
16/06/2023;1614;PORTABILIDADE;EMPRESTIMO CONSIGNADO;BANCO PAN;INSS;INSS;Portabilidade;INSS;6077,83;FF
16/06/2023;1780;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO ITAÚ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;380,35;FF
16/06/2023;1780;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;541,21;FF
16/06/2023;1780;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;416,29;FF
16/06/2023;1780;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;240,01;FF
16/06/2023;1822;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO ITAÚ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;311,49;FF
16/06/2023;1822;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;145,05;FF
16/06/2023;1822;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;138,78;FF
16/06/2023;1822;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;PREFEITURAS - BA;PREFEITURAS;Cartão c/ saque;PREF. DE SALVADOR - Cartão Benefício;2459,8;FF
16/06/2023;1842;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;476,58;FF
16/06/2023;1842;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;8419,52;FF
16/06/2023;1916;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;236,29;FF
16/06/2023;1916;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;486,65;FF
16/06/2023;1916;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;213,39;FF
16/06/2023;1916;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;355,32;FF
16/06/2023;1916;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1116,94;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;233,56;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;425,12;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;401,45;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;346,57;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;344,03;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;204,17;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;345,64;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;267,48;FF
16/06/2023;1942;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;159,48;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;996,85;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;235,02;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;204,83;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;219,6;FF
16/06/2023;1942;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;173,34;FF
16/06/2023;1942;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;118,91;FF
16/06/2023;1942;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;149,49;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;261,93;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;623,11;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;242,78;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;275,78;FF
16/06/2023;1942;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;232,49;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;888,44;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;351,88;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;246,72;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;266,73;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;247,96;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;258,06;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;220,18;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;119,8;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1822,87;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;267,72;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;444,78;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;150,98;FF
16/06/2023;1969;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;246,44;FF
16/06/2023;2010;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;236,41;FF
16/06/2023;2010;SAQUE COMPLEMENTAR;CARTAO CONSIGNADO;BANCO DAYCOVAL;UNIVERSIDADE;UNIVERSIDADE;Cartão c/ saque complementar à vista;USP;1043;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;210,43;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;155,25;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;298,4;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;312,21;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;200,03;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;278,6;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;208,67;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;284,04;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;394,73;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;220,38;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;242,72;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;241,82;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;242,2;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;508,85;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;305,19;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;390,75;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;94,18;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;100,02;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;354,73;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;372,59;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;144,77;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;304,12;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;117,91;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;211,88;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;234,57;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;146,94;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;431;FF
16/06/2023;2136;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;535,93;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;107,45;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1049,38;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;4480,87;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;128,96;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;163,47;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;227,63;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;136,79;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;351,19;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;266,42;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;225,81;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;193,15;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;150,91;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;431,38;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;119,26;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;238,29;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;240,35;FF
16/06/2023;2136;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;159,63;FF
16/06/2023;2184;NOVO;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;FEDERAL;FEDERAL;Margem Livre (Novo);FEDERAL;10000;FF
16/06/2023;2234;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;571,12;FF
16/06/2023;2234;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;509,16;FF
16/06/2023;2234;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;436,41;FF
16/06/2023;2234;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1118,87;FF
16/06/2023;2234;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;846,33;FF
16/06/2023;2412;NOVO;EMPRESTIMO CONSIGNADO;BANCO DAYCOVAL;GOVERNOS - SP;GOVERNOS;Margem Livre (Novo);GOVERNO SP;9325,1;FF
16/06/2023;2412;NOVO;EMPRESTIMO CONSIGNADO;BANCO DAYCOVAL;PREFEITURAS - SP;PREFEITURAS;Margem Livre (Novo);PREF. DE SÃO PAULO - SP;2872,5;FF
16/06/2023;2436;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;895,64;FF
16/06/2023;2436;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;18566,64;FF
16/06/2023;2436;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Cartão c/ saque;INSS;1293,6;FF
16/06/2023;2459;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;NÃO PADRONIZADOS;NAO CATEGORIZADO;Cartão c/ saque;GOVERNO MT - CARTÃO BENEFÍCIO;13693,08;FF
16/06/2023;2459;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;NÃO PADRONIZADOS;NAO CATEGORIZADO;Cartão c/ saque;GOVERNO MT - CARTÃO BENEFÍCIO;28252,57;FF
16/06/2023;2524;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;238,22;FF
16/06/2023;2524;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO ITAÚ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;11510,6;FF
